CASE#,DATE  OF OCCURRENCE,BLOCK,IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE395348,10/01/2021 8:30:00 PM,001XX W ERIE ST,890,THEFT,FROM BUILDING,RESTAURANT,N,N,1832,42,6,1174905,1904743,41.89400402,-87.63307578,"(41.894004024, -87.633075782)"
JE394469,10/01/2021 6:01:00 PM,060XX W 63RD ST,460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,812,13,08B,1137309,1862139,41.77785105,-87.77217732,"(41.777851045, -87.772177316)"
JE394584,10/01/2021 7:47:00 AM,066XX S GREENWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,321,5,7,1184362,1861161,41.77419526,-87.59971081,"(41.774195261, -87.599710806)"
JE397430,10/01/2021 11:25:00 AM,011XX S MONITOR AVE,810,THEFT,OVER $500,VEHICLE - COMMERCIAL,N,N,1513,29,6,1137560,1894462,41.86654607,-87.77048086,"(41.866546066, -87.770480856)"
JE399733,09/30/2021 12:00:00 AM,068XX N KEDZIE AVE,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,2411,50,6,1153849,1945170,42.00538405,-87.70932675,"(42.005384054, -87.709326751)"
JE394627,10/01/2021 8:11:00 PM,046XX S ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,922,14,14,1156484,1873693,41.80919197,-87.70156915,"(41.809191972, -87.701569151)"
JE395048,10/01/2021 10:19:00 PM,084XX S COTTAGE GROVE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,CLEANING STORE,N,N,632,8,5,1183039,1848928,41.74065752,-87.60494031,"(41.740657524, -87.604940311)"
JE394723,10/01/2021 7:45:00 PM,002XX N ASHLAND AVE,820,THEFT,$500 AND UNDER,STREET,N,N,1215,27,6,1165689,1901848,41.88626134,-87.66700557,"(41.886261339, -87.667005567)"
JE394763,10/01/2021 10:25:00 PM,081XX S MARSHFIELD AVE,460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,614,21,08B,1166760,1850676,41.74581692,-87.66453517,"(41.745816916, -87.664535168)"
JE393765,10/01/2021 8:10:00 AM,048XX W ROSCOE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1634,31,08B,1143477,1922166,41.9424604,-87.74806473,"(41.942460401, -87.748064734)"
JE394579,10/01/2021 7:04:00 PM,014XX W 81ST ST,810,THEFT,OVER $500,STREET,Y,N,612,21,6,1168158,1851035,41.74677213,-87.65940231,"(41.74677213, -87.659402309)"
JE393621,10/01/2021 3:50:00 AM,054XX W BARRY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,2514,31,15,1139641,1920079,41.93680447,-87.76221509,"(41.936804468, -87.762215088)"
JE395398,10/01/2021 4:00:00 PM,045XX N Magnolia Ave,890,THEFT,FROM BUILDING,RESIDENCE,N,N,1913,46,6,1167101,1930317,41.96435164,-87.66100068,"(41.964351639, -87.661000678)"
JE394479,10/01/2021 9:30:00 AM,021XX W JACKSON BLVD,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1225,27,6,1162010,1898670,41.87761823,-87.68060446,"(41.877618228, -87.680604461)"
JE394802,10/01/2021 11:35:00 PM,008XX E 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,N,N,624,8,14,1183016,1852803,41.75129148,-87.60490439,"(41.751291477, -87.604904392)"
JE394566,10/01/2021 7:25:00 PM,005XX W OAKDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1934,44,7,1172061,1919857,41.93554081,-87.64307404,"(41.935540811, -87.643074038)"
JE427608,10/30/2021 8:40:00 AM,009XX S KEDZIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,1134,24,08B,1155176,1895754,41.8697563,-87.70577548,"(41.8697563, -87.705775483)"
JE394793,10/01/2021 10:00:00 PM,0000X E ELM ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,1824,2,08B,1176505,1908110,41.90320725,-87.62709777,"(41.90320725, -87.62709777)"
JE397575,10/01/2021 4:00:00 PM,014XX N CALIFORNIA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1423,1,11,1157469,1909423,41.90721899,-87.69698504,"(41.907218988, -87.696985041)"
JE393556,10/01/2021 12:53:00 AM,005XX E 89TH PL,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,ALLEY,N,N,633,9,15,1181370,1845755,41.73198905,-87.61115286,"(41.731989046, -87.611152862)"
JE377975,09/18/2021 3:00:00 AM,024XX W 47TH ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,N,922,15,08B,1160924,1873447,41.8084262,-87.68529077,"(41.808426198, -87.685290772)"
JE393590,10/01/2021 2:37:00 AM,005XX W CHICAGO AVE,460,BATTERY,SIMPLE,STREET,Y,N,1823,27,08B,1172450,1905628,41.89648714,-87.64206594,"(41.896487143, -87.642065937)"
JE394631,10/01/2021 8:42:00 PM,014XX W 115TH ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,2234,34,08B,1168323,1828471,41.68484949,-87.65944484,"(41.684849487, -87.659444841)"
JE393712,10/01/2021 8:10:00 AM,053XX W CHICAGO AVE,560,ASSAULT,SIMPLE,STREET,N,Y,1524,37,08A,1140789,1904819,41.89490828,-87.75837196,"(41.894908283, -87.758371958)"
JE428755,10/30/2021 10:00:00 PM,087XX S COTTAGE GROVE AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA BUS STOP,N,N,632,8,04B,1183086,1847385,41.73642227,-87.60481597,"(41.736422269, -87.604815966)"
JE394650,10/01/2021 7:52:00 PM,002XX N PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1122,28,15,1149697,1900853,41.88385669,-87.7257581,"(41.883856686, -87.725758102)"
JE393826,10/01/2021 9:00:00 AM,022XX W CERMAK RD,560,ASSAULT,SIMPLE,BANK,N,N,1034,25,08A,1161959,1889368,41.85209372,-87.68105123,"(41.852093721, -87.681051227)"
JE395741,10/01/2021 1:00:00 AM,047XX N MONTICELLO AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1723,35,5,1151197,1931321,41.96743424,-87.71944893,"(41.967434236, -87.71944893)"
JE393931,10/01/2021 10:05:00 AM,064XX S KENWOOD AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,314,20,08A,1186178,1862528,41.77790372,-87.59301064,"(41.777903724, -87.593010636)"
JE394704,10/01/2021 9:24:00 PM,078XX S EMERALD AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,621,17,3,1172659,1852950,41.75192922,-87.64285322,"(41.751929215, -87.64285322)"
JE394803,10/01/2021 11:31:00 PM,006XX W CORNELIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1925,46,14,1171513,1923625,41.94589244,-87.64497676,"(41.945892437, -87.644976757)"
JE397500,10/01/2021 10:00:00 AM,003XX E BENTON PL,870,THEFT,POCKET-PICKING,STREET,N,N,114,42,6,1178860,1901675,41.88549579,-87.61864438,"(41.885495793, -87.618644375)"
JE394426,10/01/2021 5:39:00 PM,118XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,532,9,15,1178973,1826262,41.67855245,-87.62052508,"(41.678552445, -87.62052508)"
JE393791,10/01/2021 8:24:00 AM,033XX W WABANSIA AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,1422,26,3,1153748,1911099,41.91189302,-87.71060926,"(41.911893017, -87.710609256)"
JE394592,10/01/2021 7:30:00 PM,057XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,712,16,14,1171288,1866741,41.78980348,-87.64747429,"(41.789803475, -87.647474288)"
JE459208,11/28/2021 11:30:00 AM,095XX S GREEN ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,2223,21,04B,1172324,1841613,41.72082632,-87.6444134,"(41.720826318, -87.644413397)"
JE393781,10/01/2021 1:00:00 AM,050XX W HENDERSON ST,810,THEFT,OVER $500,APARTMENT,N,N,1634,31,6,1142099,1921801,41.94148451,-87.75313866,"(41.941484512, -87.753138659)"
JE399385,09/29/2021 8:00:00 AM,067XX N WASHTENAW AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,SCHOOL - PRIVATE GROUNDS,N,N,2412,50,08B,1157107,1944548,42.00361148,-87.69735728,"(42.003611477, -87.697357279)"
JE400186,09/27/2021 7:00:00 AM,024XX E 71ST ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,334,7,7,1161376,1857511,41.76468631,-87.6840743,"(41.764686314, -87.684074304)"
JE397973,10/01/2021 12:00:00 AM,030XX S ST LOUIS AVE,810,THEFT,OVER $500,STREET,N,Y,1032,22,6,1153518,1884131,41.83789453,-87.7121712,"(41.837894531, -87.712171198)"
JE394619,10/01/2021 8:30:00 PM,027XX W BELDEN AVE,560,ASSAULT,SIMPLE,STREET,N,N,1431,1,08A,1157629,1915161,41.92296126,-87.69624071,"(41.922961256, -87.696240713)"
JE394765,10/01/2021 11:31:00 PM,027XX S AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1031,22,14,1151148,1885611,41.84200254,-87.72082917,"(41.842002544, -87.720829166)"
JE394204,10/01/2021 12:55:00 PM,055XX N KENMORE AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,2023,48,6,1168250,1936946,41.98251699,-87.65658362,"(41.982516992, -87.656583616)"
JE397530,10/01/2021 12:00:00 AM,012XX W 77TH ST,810,THEFT,OVER $500,APARTMENT,N,N,612,17,6,1169471,1853725,41.75412553,-87.65451338,"(41.754125533, -87.654513378)"
JE394379,10/01/2021 5:02:00 PM,055XX W CORCORAN PL,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1523,37,04B,1139238,1902012,41.88723391,-87.76413683,"(41.887233905, -87.764136834)"
JE394633,10/01/2021 9:00:00 AM,024XX E 71ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,NURSING / RETIREMENT HOME,N,N,334,7,11,1161376,1857511,41.76468631,-87.6840743,"(41.764686314, -87.684074304)"
JE395355,10/01/2021 7:00:00 PM,071XX S ALBANY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,831,18,7,1156937,1857213,41.76395935,-87.70035262,"(41.76395935, -87.700352619)"
JE393838,10/01/2021 10:05:00 AM,061XX S EBERHART AVE,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,N,N,313,20,04B,1180637,1864375,41.78310118,-87.61326717,"(41.783101175, -87.613267173)"
JE394143,10/01/2021 12:27:00 PM,062XX S PARK SHORE EAST CT,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,N,N,314,5,15,1187568,1864021,41.78196769,-87.58786749,"(41.781967686, -87.587867485)"
JE399800,09/27/2021 8:00:00 AM,003XX N WABASH AVE,810,THEFT,OVER $500,HOTEL / MOTEL,N,N,1834,42,6,1176556,1902666,41.88826749,-87.62707505,"(41.888267493, -87.627075047)"
JE428179,10/30/2021 5:25:00 PM,055XX W MONROE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1522,29,08B,1139614,1899115,41.87927731,-87.76282676,"(41.879277314, -87.762826757)"
JE393558,10/01/2021 1:10:00 AM,008XX N CAMBRIDGE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1823,27,04B,1172522,1906019,41.89755848,-87.64178992,"(41.897558478, -87.641789921)"
JE397256,10/01/2021 2:00:00 PM,016XX W 17TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,1234,25,11,1165868,1891803,41.85869321,-87.66663475,"(41.858693207, -87.66663475)"
JE394470,10/01/2021 6:07:00 PM,033XX W 26TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1024,12,6,1154621,1886537,41.84447493,-87.70805948,"(41.844474926, -87.70805948)"
JE394053,10/01/2021 7:30:00 AM,085XX S CARPENTER ST,820,THEFT,$500 AND UNDER,STREET,N,N,613,21,6,1170809,1848124,41.73872656,-87.64977311,"(41.738726563, -87.649773109)"
JE394714,10/01/2021 9:40:00 PM,025XX N KEDZIE BLVD,810,THEFT,OVER $500,STREET,N,N,1414,32,6,1154614,1916573,41.92689683,-87.70728101,"(41.92689683, -87.707281007)"
JE394636,10/01/2021 8:25:00 PM,037XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2535,27,15,1151264,1907741,41.90272747,-87.71982303,"(41.902727472, -87.719823027)"
JE394585,10/01/2021 7:13:00 PM,007XX S CICERO AVE,810,THEFT,OVER $500,CTA TRAIN,N,N,1533,29,6,1144508,1896325,41.87153053,-87.74492681,"(41.871530533, -87.744926805)"
JE394611,10/01/2021 7:30:00 PM,0000X W CONGRESS PKWY,460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,113,4,08B,,,,,
JE394785,10/01/2021 11:44:00 PM,033XX W MAYPOLE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1123,28,08B,1154131,1900784,41.88358005,-87.70947777,"(41.883580046, -87.709477772)"
JF105113,12/19/2021 10:30:00 PM,015XX W WALTON ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,1213,1,2,,,,,
JE393851,10/01/2021 9:44:00 AM,001XX N LAVERGNE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,N,N,1532,28,26,1143019,1900691,41.88353926,-87.75028468,"(41.88353926, -87.750284682)"
JE395402,10/01/2021 6:00:00 AM,063XX S KEATING AVE,820,THEFT,$500 AND UNDER,STREET,N,N,813,13,6,1145803,1862063,41.77748617,-87.74103948,"(41.777486167, -87.741039477)"
JE393648,10/01/2021 5:44:00 AM,019XX E 86TH ST,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,N,N,412,8,15,1190478,1848333,41.73884877,-87.57770407,"(41.738848773, -87.577704072)"
JE394779,10/01/2021 11:35:00 PM,095XX S INDIANA AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),N,N,511,9,26,1179265,1841706,41.72092629,-87.61898738,"(41.720926289, -87.618987377)"
JE397878,10/01/2021 9:00:00 AM,015XX N CLYBOURN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESTAURANT,N,N,1822,27,11,1170999,1910282,41.90928995,-87.64725845,"(41.909289945, -87.647258453)"
JE429810,10/30/2021 1:00:00 AM,037XX W 56TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,822,23,14,1152360,1866881,41.79058105,-87.71687455,"(41.79058105, -87.716874551)"
JE394992,10/01/2021 6:00:00 PM,032XX W MAYPOLE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1123,28,7,1154777,1900800,41.88361104,-87.70710517,"(41.88361104, -87.707105168)"
JF260791,05/17/2022 6:45:00 PM,0000X W TERMINAL ST,810,THEFT,OVER $500,AIRCRAFT,N,N,1651,41,6,,,,,
JE396235,10/01/2021 8:00:00 PM,012XX W MEDILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1811,43,14,1167867,1915761,41.9243928,-87.65860561,"(41.924392804, -87.658605606)"
JE394303,10/01/2021 8:10:00 AM,012XX S WABASH AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,N,N,131,3,04B,1176964,1894831,41.86675858,-87.62581394,"(41.866758579, -87.625813935)"
JE400302,09/29/2021 10:00:00 AM,059XX S FAIRFIELD AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,824,16,6,1159057,1865243,41.78595176,-87.69236291,"(41.785951755, -87.692362905)"
JE394530,10/01/2021 5:45:00 PM,066XX S WESTERN AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,832,16,08A,1161518,1860508,41.77290757,-87.68347083,"(41.772907566, -87.683470834)"
JE394310,10/01/2021 11:00:00 AM,039XX N LAKE SHORE DR,890,THEFT,FROM BUILDING,APARTMENT,N,N,1925,46,6,1171455,1926529,41.95386239,-87.64510423,"(41.95386239, -87.64510423)"
JE393983,10/01/2021 11:40:00 AM,023XX W 111TH ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,2212,19,08B,1162766,1830957,41.691789,-87.67971859,"(41.691788999, -87.67971859)"
JE395639,10/01/2021 11:00:00 PM,007XX N LARRABEE ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1831,42,2,1172219,1905040,41.89487874,-87.64293173,"(41.894878741, -87.642931729)"
JE396334,10/01/2021 4:00:00 PM,054XX S NORMANDY AVE,810,THEFT,OVER $500,STREET,N,N,811,23,6,1132640,1867736,41.79329259,-87.78916452,"(41.793292593, -87.789164524)"
JE394029,10/01/2021 3:45:00 AM,015XX S WABASH AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,131,3,08A,1177014,1892855,41.86133518,-87.62569018,"(41.861335178, -87.625690175)"
JE394098,10/01/2021 1:00:00 PM,019XX S ARCHER AVE,460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,131,3,08B,1176341,1890924,41.85605158,-87.62821881,"(41.856051578, -87.628218813)"
JE394709,10/01/2021 9:54:00 PM,012XX S MICHIGAN AVE,460,BATTERY,SIMPLE,STREET,N,N,131,3,08B,1177420,1894844,41.86678393,-87.62413953,"(41.866783927, -87.624139531)"
JE395221,10/01/2021 9:00:00 PM,082XX S MARQUETTE AVE,810,THEFT,OVER $500,APARTMENT,N,N,423,7,6,1195602,1850848,41.74562514,-87.55884819,"(41.745625144, -87.558848194)"
JE394408,10/01/2021 4:09:00 PM,101XX S YALE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,511,9,15,1176401,1837803,41.71028066,-87.62959438,"(41.710280656, -87.629594378)"
JE394516,10/01/2021 9:30:00 AM,021XX W JACKSON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,1225,27,11,1162010,1898670,41.87761823,-87.68060446,"(41.877618228, -87.680604461)"
JE394248,10/01/2021 11:00:00 AM,054XX W WEST END AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,N,N,1523,28,11,1139760,1900936,41.88427171,-87.76224617,"(41.884271707, -87.762246166)"
JE399369,10/01/2021 7:00:00 PM,072XX S EXCHANGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,334,7,14,1193934,1857533,41.76401034,-87.56474111,"(41.764010344, -87.564741105)"
JE394113,10/01/2021 12:00:00 PM,079XX S LANGLEY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,624,6,7,1182272,1852524,41.75054312,-87.60763938,"(41.750543123, -87.607639382)"
JE428300,10/30/2021 7:54:00 PM,0000X W TERMINAL ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,AIRCRAFT,N,N,1651,41,24,1100317,1935229,41.9790063,-87.90646316,"(41.979006297, -87.906463155)"
JE372172,09/13/2021 4:00:00 PM,006XX N WALLER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,Y,Y,1511,29,26,1138213,1903870,41.89235109,-87.76785602,"(41.892351088, -87.767856023)"
JE394404,10/01/2021 11:25:00 AM,121XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,N,N,524,34,26,1167863,1824226,41.67321034,-87.66125,"(41.673210335, -87.661249998)"
JE393979,10/01/2021 3:15:00 AM,054XX N ROCKWELL ST,810,THEFT,OVER $500,STREET,N,N,2011,40,6,1158022,1936221,41.98074315,-87.69421964,"(41.980743149, -87.69421964)"
JE394801,10/01/2021 10:00:00 PM,011XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL / MOTEL,N,N,123,4,14,1177417,1895669,41.86904785,-87.62412552,"(41.869047845, -87.624125523)"
JE394644,10/01/2021 7:45:00 PM,003XX N COLUMBUS DR,460,BATTERY,SIMPLE,SIDEWALK,N,N,114,42,08B,1178314,1902628,41.88812333,-87.6206203,"(41.888123333, -87.620620299)"
JE393608,10/01/2021 3:00:00 AM,076XX S CORNELL AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,Y,Y,411,8,04B,1188559,1854737,41.75646798,-87.58453061,"(41.756467976, -87.584530614)"
JE394384,10/01/2021 5:00:00 PM,045XX W MADISON ST,320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1113,28,3,1146114,1899630,41.88056949,-87.73894646,"(41.880569488, -87.738946458)"
JE396308,10/01/2021 2:30:00 PM,036XX S RHODES AVE,890,THEFT,FROM BUILDING,RESIDENCE,N,N,212,4,6,1180179,1881011,41.82876229,-87.61443616,"(41.828762287, -87.614436164)"
JE394620,10/01/2021 6:00:00 PM,103XX S AVENUE H,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,432,10,14,1202820,1837054,41.70759211,-87.53287077,"(41.707592111, -87.53287077)"
JE394206,10/01/2021 12:45:00 PM,034XX W ROOSEVELT RD,810,THEFT,OVER $500,SIDEWALK,N,N,1021,24,6,1153551,1894495,41.86633391,-87.71177483,"(41.86633391, -87.711774826)"
JE428178,10/29/2021 5:30:00 PM,099XX S AVENUE L,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,432,10,04B,1201804,1839989,41.71567184,-87.53649183,"(41.715671844, -87.536491826)"
JF377832,08/31/2022 4:06:00 AM,001XX N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,6,,,,,
JE393820,10/01/2021 9:40:00 AM,028XX W 83RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,835,18,14,1158954,1849461,41.74264569,-87.6931712,"(41.742645693, -87.6931712)"
JE393644,10/01/2021 3:00:00 AM,027XX E 76TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,421,7,7,1195864,1855171,41.75748131,-87.55774541,"(41.757481308, -87.557745407)"
JE393809,10/01/2021 9:07:00 AM,020XX E 73RD ST,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,N,N,333,7,08A,1191041,1856966,41.7625249,-87.57536275,"(41.762524896, -87.575362746)"
JE427709,10/30/2021 7:30:00 AM,017XX N CICERO AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,37,6,1144138,1910955,41.9116839,-87.74591752,"(41.9116839, -87.745917518)"
JE398157,09/24/2021 11:08:00 AM,044XX S PRINCETON AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,N,Y,925,3,2,1175036,1875266,41.81311405,-87.63347702,"(41.813114045, -87.633477024)"
JE460146,11/28/2021 6:55:00 PM,0000X S PARKING LOT MIDWAY ST,810,THEFT,OVER $500,AIRPORT PARKING LOT,N,N,813,13,6,1146121,1866030,41.78836625,-87.73977328,"(41.788366253, -87.739773278)"
JF228420,04/13/2022 3:15:00 PM,044XX S BERKELEY AVE,810,THEFT,OVER $500,RESIDENCE,N,N,222,4,6,,,,,
JF176547,03/16/2022 9:45:00 PM,055XX S MONITOR AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,Y,Y,811,23,17,,,,,
JE394613,10/01/2021 8:00:00 PM,028XX E 91ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,423,10,08B,1196699,1845175,41.73003081,-87.55501666,"(41.730030812, -87.555016658)"
JE394413,10/01/2021 12:00:00 AM,024XX S LAWNDALE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,APARTMENT,N,N,1013,22,11,1152095,1887465,41.84707156,-87.71730513,"(41.847071564, -87.717305133)"
JE428791,10/30/2021 9:00:00 PM,085XX S COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,632,6,5,1183055,1848448,41.73933998,-87.60489658,"(41.739339979, -87.604896575)"
JE395228,10/01/2021 9:00:00 PM,012XX W GUNNISON ST,870,THEFT,POCKET-PICKING,CTA TRAIN,N,N,2033,46,6,1167317,1932463,41.97023568,-87.66014452,"(41.970235683, -87.660144516)"
JE459462,11/28/2021 4:20:00 PM,008XX W 87TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,Y,N,2222,21,26,1171975,1847157,41.73604749,-87.64552945,"(41.73604749, -87.645529445)"
JE394314,10/01/2021 4:00:00 PM,030XX E 83RD ST,460,BATTERY,SIMPLE,STREET,N,N,424,10,08B,1198013,1850525,41.74467892,-87.55002481,"(41.74467892, -87.550024812)"
JE459600,11/28/2021 6:49:00 PM,071XX S HARVARD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,731,6,15,1175197,1857508,41.76438064,-87.63341674,"(41.764380641, -87.633416743)"
JF349886,08/08/2022 3:55:00 PM,017XX W HOWARD ST,870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,N,N,2422,49,6,,,,,
JE459017,11/28/2021 5:00:00 AM,003XX S LAKE SHORE DR NB,320,ROBBERY,STRONG ARM - NO WEAPON,VEHICLE NON-COMMERCIAL,N,N,114,42,3,1179278,1898969,41.87806083,-87.61719234,"(41.87806083, -87.617192341)"
JE459003,11/28/2021 4:56:00 AM,039XX N BROADWAY,560,ASSAULT,SIMPLE,RESTAURANT,N,N,1923,46,08A,1170128,1926466,41.95371865,-87.64998424,"(41.953718654, -87.649984242)"
JE393763,10/01/2021 8:18:00 AM,019XX N ST LOUIS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1422,26,04A,1152950,1912639,41.91613478,-87.7135,"(41.916134775, -87.713500001)"
JF292185,12/27/2021 12:00:00 AM,033XX S DR MARTIN LUTHER KING JR DR,810,THEFT,OVER $500,RESTAURANT,N,N,211,4,6,,,,,
JE459643,11/28/2021 7:00:00 PM,021XX S ARCHER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,914,25,7,1175041,1890069,41.85373459,-87.63301602,"(41.853734592, -87.633016015)"
JE394461,10/01/2021 9:00:00 AM,011XX W ADAMS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1232,25,7,1168863,1899257,41.87908323,-87.65542511,"(41.879083226, -87.655425114)"
